Source URL: https://raw.githubusercontent.com/liquidslr/interview-company-wise-problems/main/Google/3.%20Six%20Months.csv
Title: 3.%20Six%20Months.csv
Difficulty,Title,Frequency,Acceptance Rate,Link,Topics,Links
MEDIUM,Longest Non-Decreasing Subarray After Replacing at Most One Element,25.8,0.00224569967792718,https://leetcode.com/problems/longest-non-decreasing-subarray-after-replacing-at-most-one-element,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/longest-non-decreasing-subarray-after-replacing-at-most-one-element""}]"
MEDIUM,Subarray Sums Divisible by K,25.8,0.005639469245323433,https://leetcode.com/problems/subarray-sums-divisible-by-k,"Array, Hash Table, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/subarray-sums-divisible-by-k""}]"
MEDIUM,Permutations II,25.8,0.006363331991842835,https://leetcode.com/problems/permutations-ii,"Array, Backtracking, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/permutations-ii""}]"
MEDIUM,Divide Array in Sets of K Consecutive Numbers,25.8,0.005937521103172566,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers,"Array, Hash Table, Greedy, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers""}]"
MEDIUM,Minimize Maximum Pair Sum in Array,25.8,0.008326998621893743,https://leetcode.com/problems/minimize-maximum-pair-sum-in-array,"Array, Two Pointers, Greedy, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimize-maximum-pair-sum-in-array""}]"
MEDIUM,Best Time to Buy and Sell Stock with Transaction Fee,25.8,0.007217922353998268,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,"Array, Dynamic Programming, Greedy","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee""}]"
HARD,Special Binary String,25.8,0.007937528892289545,https://leetcode.com/problems/special-binary-string,"String, Divide and Conquer, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/special-binary-string""}]"
MEDIUM,Check If a String Contains All Binary Codes of Size K,25.8,0.006158865995825155,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,"Hash Table, String, Bit Manipulation, Rolling Hash, Hash Function","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k""}]"
MEDIUM,Find Kth Bit in Nth Binary String,25.8,0.0073666442295447524,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string,"String, Recursion, Simulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-kth-bit-in-nth-binary-string""}]"
MEDIUM,The k-th Lexicographical String of All Happy Strings of Length n,25.8,0.008712968296103376,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,"String, Backtracking","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n""}]"
MEDIUM,Largest Submatrix With Rearrangements,25.8,0.008018231843744332,https://leetcode.com/problems/largest-submatrix-with-rearrangements,"Array, Greedy, Sorting, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/largest-submatrix-with-rearrangements""}]"
MEDIUM,Implement Trie (Prefix Tree),25.8,0.006966369631934453,https://leetcode.com/problems/implement-trie-prefix-tree,"Hash Table, String, Design, Trie","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/implement-trie-prefix-tree""}]"
MEDIUM,Binary Tree Right Side View,25.8,0.007049421352983443,https://leetcode.com/problems/binary-tree-right-side-view,"Tree, Depth-First Search, Breadth-First Search, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/binary-tree-right-side-view""}]"
MEDIUM,Minimize Hamming Distance After Swap Operations,25.8,0.006964609530604357,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations,"Array, Depth-First Search, Union-Find","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations""}]"
MEDIUM,Count the Number of Special Characters II,25.8,0.0060408174971052055,https://leetcode.com/problems/count-the-number-of-special-characters-ii,"Hash Table, String","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-the-number-of-special-characters-ii""}]"
HARD,Block Placement Queries,25.8,0.004146126209581514,https://leetcode.com/problems/block-placement-queries,"Array, Binary Search, Binary Indexed Tree, Segment Tree, Ordered Set","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/block-placement-queries""}]"
MEDIUM,Angle Between Hands of a Clock,25.8,0.006962051942588404,https://leetcode.com/problems/angle-between-hands-of-a-clock,Math,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/angle-between-hands-of-a-clock""}]"
MEDIUM,Copy List with Random Pointer,22.2,0.006314247872930957,https://leetcode.com/problems/copy-list-with-random-pointer,"Hash Table, Linked List","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/copy-list-with-random-pointer""}]"
MEDIUM,Delete Node in a Linked List,22.2,0.00840481857797812,https://leetcode.com/problems/delete-node-in-a-linked-list,Linked List,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/delete-node-in-a-linked-list""}]"
MEDIUM,Linked List Cycle II,22.2,0.005831162857666284,https://leetcode.com/problems/linked-list-cycle-ii,"Hash Table, Linked List, Two Pointers","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/linked-list-cycle-ii""}]"
MEDIUM,Kth Smallest Element in a BST,22.2,0.00769708526395917,https://leetcode.com/problems/kth-smallest-element-in-a-bst,"Tree, Depth-First Search, Binary Search Tree, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/kth-smallest-element-in-a-bst""}]"
MEDIUM,House Robber III,22.2,0.0056016433448960925,https://leetcode.com/problems/house-robber-iii,"Dynamic Programming, Tree, Depth-First Search, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/house-robber-iii""}]"
MEDIUM,Remove K Digits,22.2,0.003708660278289291,https://leetcode.com/problems/remove-k-digits,"String, Stack, Greedy, Monotonic Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/remove-k-digits""}]"
MEDIUM,Find All Anagrams in a String,22.2,0.005395798301719757,https://leetcode.com/problems/find-all-anagrams-in-a-string,"Hash Table, String, Sliding Window","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-all-anagrams-in-a-string""}]"
MEDIUM,Managers with at Least 5 Direct Reports,22.2,0.004912052801027121,https://leetcode.com/problems/managers-with-at-least-5-direct-reports,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/managers-with-at-least-5-direct-reports""}]"
HARD,Design Search Autocomplete System,22.2,0.004999661946658122,https://leetcode.com/problems/design-search-autocomplete-system,"String, Depth-First Search, Design, Trie, Sorting, Heap (Priority Queue), Data Stream","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/design-search-autocomplete-system""}]"
MEDIUM,Find K Closest Elements,22.2,0.004979476812225798,https://leetcode.com/problems/find-k-closest-elements,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-k-closest-elements""}]"
MEDIUM,Accounts Merge,22.2,0.006152843460256589,https://leetcode.com/problems/accounts-merge,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union-Find, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/accounts-merge""}]"
MEDIUM,Count Square Submatrices with All Ones,22.2,0.008072862497788463,https://leetcode.com/problems/count-square-submatrices-with-all-ones,"Array, Dynamic Programming, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-square-submatrices-with-all-ones""}]"
MEDIUM,Minimum Number of Days to Make m Bouquets,22.2,0.0056735962037011,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,"Array, Binary Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets""}]"
MEDIUM,Peak Index in a Mountain Array,22.2,0.006677208283158859,https://leetcode.com/problems/peak-index-in-a-mountain-array,"Array, Binary Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/peak-index-in-a-mountain-array""}]"
MEDIUM,Combination Sum II,22.2,0.0059632629747285995,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/combination-sum-ii""}]"
MEDIUM,Monthly Transactions I,22.2,0.005930755381555506,https://leetcode.com/problems/monthly-transactions-i,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/monthly-transactions-i""}]"
MEDIUM,Multiply Strings,22.2,0.004433649955644027,https://leetcode.com/problems/multiply-strings,"Math, String, Simulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/multiply-strings""}]"
MEDIUM,Basic Calculator II,22.2,0.004697252260549352,https://leetcode.com/problems/basic-calculator-ii,"Math, String, Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/basic-calculator-ii""}]"
MEDIUM,Number of Substrings Containing All Three Characters,22.2,0.007380233026556351,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,"Hash Table, String, Sliding Window","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/number-of-substrings-containing-all-three-characters""}]"
MEDIUM,Count and Say,22.2,0.006312771426271788,https://leetcode.com/problems/count-and-say,String,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-and-say""}]"
MEDIUM,Delete Node in a BST,22.2,0.005488272790484679,https://leetcode.com/problems/delete-node-in-a-bst,"Tree, Binary Search Tree, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/delete-node-in-a-bst""}]"
MEDIUM,Delete the Middle Node of a Linked List,22.2,0.006094191928922553,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list,"Linked List, Two Pointers","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list""}]"
MEDIUM,Find the Smallest Divisor Given a Threshold,22.2,0.00661924700077988,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,"Array, Binary Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold""}]"
HARD,LFU Cache,22.2,0.0049513309147032,https://leetcode.com/problems/lfu-cache,"Hash Table, Linked List, Design, Doubly-Linked List","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/lfu-cache""}]"
MEDIUM,Find K Pairs with Smallest Sums,22.2,0.0042044944179251255,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,"Array, Heap (Priority Queue)","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-k-pairs-with-smallest-sums""}]"
HARD,Minimum Time to Finish the Race,22.2,0.004342506819348044,https://leetcode.com/problems/minimum-time-to-finish-the-race,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-time-to-finish-the-race""}]"
HARD,Longest Duplicate Substring,22.2,0.0031229659284006794,https://leetcode.com/problems/longest-duplicate-substring,"String, Binary Search, Sliding Window, Rolling Hash, Suffix Array, Hash Function","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/longest-duplicate-substring""}]"
MEDIUM,Design Circular Queue,22.2,0.00548705073907387,https://leetcode.com/problems/design-circular-queue,"Array, Linked List, Design, Queue","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/design-circular-queue""}]"
MEDIUM,Interleaving String,22.2,0.004420890756219327,https://leetcode.com/problems/interleaving-string,"String, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/interleaving-string""}]"
MEDIUM,Lowest Common Ancestor of a Binary Search Tree,22.2,0.007081805117743814,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree""}]"
MEDIUM,Min Cost to Connect All Points,22.2,0.007114615658097449,https://leetcode.com/problems/min-cost-to-connect-all-points,"Array, Union-Find, Graph Theory, Minimum Spanning Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/min-cost-to-connect-all-points""}]"
MEDIUM,Build an Array With Stack Operations,22.2,0.00808256102037071,https://leetcode.com/problems/build-an-array-with-stack-operations,"Array, Stack, Simulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/build-an-array-with-stack-operations""}]"
MEDIUM,Partition List,22.2,0.006142374087915999,https://leetcode.com/problems/partition-list,"Linked List, Two Pointers","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/partition-list""}]"
HARD,Last Day Where You Can Still Cross,22.2,0.0068725936659076794,https://leetcode.com/problems/last-day-where-you-can-still-cross,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union-Find, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/last-day-where-you-can-still-cross""}]"
MEDIUM,Most Stones Removed with Same Row or Column,22.2,0.006314460171235271,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,"Hash Table, Depth-First Search, Union-Find, Graph Theory","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/most-stones-removed-with-same-row-or-column""}]"
HARD,Tallest Billboard,22.2,0.0051901203402228945,https://leetcode.com/problems/tallest-billboard,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/tallest-billboard""}]"
MEDIUM,Maximum Square Area by Removing Fences From a Field,22.2,0.004954654367737321,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field,"Array, Hash Table, Enumeration","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field""}]"
MEDIUM,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,22.2,0.006546527476612354,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,"Array, Binary Search, Matrix, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold""}]"
HARD,Minimum Cost Path with Teleportations,22.2,0.004542995366584901,https://leetcode.com/problems/minimum-cost-path-with-teleportations,"Array, Dynamic Programming, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-cost-path-with-teleportations""}]"
MEDIUM,Minimum Removals to Balance Array,22.2,0.0047849337667216565,https://leetcode.com/problems/minimum-removals-to-balance-array,"Array, Binary Search, Sliding Window, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-removals-to-balance-array""}]"
MEDIUM,Minimum Deletions to Make String Balanced,22.2,0.006819193133286681,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced,"String, Dynamic Programming, Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-deletions-to-make-string-balanced""}]"
MEDIUM,Maximum Good Subarray Sum,22.2,0.00220390031365241,https://leetcode.com/problems/maximum-good-subarray-sum,"Array, Hash Table, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-good-subarray-sum""}]"
MEDIUM,Shortest Unsorted Continuous Subarray,22.2,0.0038350908727971863,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/shortest-unsorted-continuous-subarray""}]"
MEDIUM,Find All Possible Stable Binary Arrays I,22.2,0.005361478233636079,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i,"Dynamic Programming, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i""}]"
HARD,Sum of Distances in Tree,22.2,0.006565039432260066,https://leetcode.com/problems/sum-of-distances-in-tree,"Dynamic Programming, Tree, Depth-First Search, Graph Theory","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/sum-of-distances-in-tree""}]"
HARD,Lexicographically Smallest Generated String,22.2,0.005350690315761659,https://leetcode.com/problems/lexicographically-smallest-generated-string,"String, Greedy, String Matching","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/lexicographically-smallest-generated-string""}]"
MEDIUM,Number of Longest Increasing Subsequence,22.2,0.005217359463995612,https://leetcode.com/problems/number-of-longest-increasing-subsequence,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/number-of-longest-increasing-subsequence""}]"
MEDIUM,01 Matrix,22.2,0.005420838870712438,https://leetcode.com/problems/01-matrix,"Array, Dynamic Programming, Breadth-First Search, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/01-matrix""}]"
MEDIUM,Partition Array for Maximum Sum,22.2,0.007745209394350199,https://leetcode.com/problems/partition-array-for-maximum-sum,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/partition-array-for-maximum-sum""}]"
MEDIUM,Minimum Falling Path Sum,22.2,0.0060850024630228474,https://leetcode.com/problems/minimum-falling-path-sum,"Array, Dynamic Programming, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-falling-path-sum""}]"
MEDIUM,Last Stone Weight II,22.2,0.00600971060680598,https://leetcode.com/problems/last-stone-weight-ii,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/last-stone-weight-ii""}]"
MEDIUM,Jump Game IX,22.2,0.004627483037684951,https://leetcode.com/problems/jump-game-ix,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/jump-game-ix""}]"
HARD,Minimum Initial Energy to Finish Tasks,22.2,0.007643405051449953,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks,"Array, Greedy, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks""}]"
MEDIUM,Subarray Product Less Than K,22.2,0.005449005547240798,https://leetcode.com/problems/subarray-product-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/subarray-product-less-than-k""}]"
HARD,Number of Ways to Assign Edge Weights II,22.2,0.007271115723025704,https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-ii,"Array, Math, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-ii""}]"
MEDIUM,Minimum Number of Arrows to Burst Balloons,22.2,0.006158560990009431,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,"Array, Greedy, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons""}]"
HARD,Number of ZigZag Arrays II,22.2,0.0067728158679202025,https://leetcode.com/problems/number-of-zigzag-arrays-ii,"Math, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/number-of-zigzag-arrays-ii""}]"
HARD,Merge k Sorted Lists,17.7,0.00598176184741274,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/merge-k-sorted-lists""}]"
HARD,Trapping Rain Water II,17.7,0.006409754170345743,https://leetcode.com/problems/trapping-rain-water-ii,"Array, Breadth-First Search, Heap (Priority Queue), Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/trapping-rain-water-ii""}]"
HARD,Max Points on a Line,17.7,0.0030936067267511047,https://leetcode.com/problems/max-points-on-a-line,"Array, Hash Table, Math, Geometry","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/max-points-on-a-line""}]"
MEDIUM,Perfect Squares,17.7,0.005664039534694714,https://leetcode.com/problems/perfect-squares,"Math, Dynamic Programming, Breadth-First Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/perfect-squares""}]"
MEDIUM,Contiguous Array,17.7,0.005159852615101755,https://leetcode.com/problems/contiguous-array,"Array, Hash Table, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/contiguous-array""}]"
HARD,Serialize and Deserialize Binary Tree,17.7,0.006096481128457985,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/serialize-and-deserialize-binary-tree""}]"
MEDIUM,Design Hit Counter,17.7,0.006972121276210658,https://leetcode.com/problems/design-hit-counter,"Array, Binary Search, Design, Queue, Data Stream","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/design-hit-counter""}]"
MEDIUM,Combination Sum IV,17.7,0.005517351592006879,https://leetcode.com/problems/combination-sum-iv,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/combination-sum-iv""}]"
MEDIUM,Non-overlapping Intervals,17.7,0.005728359695490225,https://leetcode.com/problems/non-overlapping-intervals,"Array, Dynamic Programming, Greedy, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/non-overlapping-intervals""}]"
MEDIUM,Product Price at a Given Date,17.7,0.005801047631441957,https://leetcode.com/problems/product-price-at-a-given-date,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/product-price-at-a-given-date""}]"
MEDIUM,Exclusive Time of Functions,17.7,0.006621549411580555,https://leetcode.com/problems/exclusive-time-of-functions,"Array, Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/exclusive-time-of-functions""}]"
HARD,Employee Free Time,17.7,0.007295167268389917,https://leetcode.com/problems/employee-free-time,"Array, Sweep Line, Sorting, Heap (Priority Queue)","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/employee-free-time""}]"
MEDIUM,Nth Highest Salary,17.7,0.003940848604699025,https://leetcode.com/problems/nth-highest-salary,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/nth-highest-salary""}]"
MEDIUM,Largest Divisible Subset,17.7,0.0049792683221703705,https://leetcode.com/problems/largest-divisible-subset,"Array, Math, Dynamic Programming, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/largest-divisible-subset""}]"
MEDIUM,Game Play Analysis IV,17.7,0.004151703353553911,https://leetcode.com/problems/game-play-analysis-iv,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/game-play-analysis-iv""}]"
MEDIUM,Longest String Chain,17.7,0.006316912759574093,https://leetcode.com/problems/longest-string-chain,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/longest-string-chain""}]"
HARD,Maximum Sum BST in Binary Tree,17.7,0.00477984062660342,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-sum-bst-in-binary-tree""}]"
MEDIUM,Rank Scores,17.7,0.006801740953267457,https://leetcode.com/problems/rank-scores,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/rank-scores""}]"
MEDIUM,Number of Ways to Arrive at Destination,17.7,0.0037536179273952737,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,"Dynamic Programming, Graph Theory, Topological Sort, Shortest Path","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/number-of-ways-to-arrive-at-destination""}]"
MEDIUM,Integer Break,17.7,0.006242182058854887,https://leetcode.com/problems/integer-break,"Math, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/integer-break""}]"
MEDIUM,Arithmetic Slices,17.7,0.006483285650797178,https://leetcode.com/problems/arithmetic-slices,"Array, Dynamic Programming, Sliding Window","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/arithmetic-slices""}]"
MEDIUM,Queue Reconstruction by Height,17.7,0.007480868386510068,https://leetcode.com/problems/queue-reconstruction-by-height,"Array, Binary Indexed Tree, Segment Tree, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/queue-reconstruction-by-height""}]"
MEDIUM,Rectangle Area,17.7,0.004980989498313201,https://leetcode.com/problems/rectangle-area,"Math, Geometry","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/rectangle-area""}]"
HARD,Maximum Profit in Job Scheduling,17.7,0.005477632342560363,https://leetcode.com/problems/maximum-profit-in-job-scheduling,"Array, Binary Search, Dynamic Programming, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-profit-in-job-scheduling""}]"
MEDIUM,Path Sum II,17.7,0.006239926036688217,https://leetcode.com/problems/path-sum-ii,"Backtracking, Tree, Depth-First Search, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/path-sum-ii""}]"
MEDIUM,Subdomain Visit Count,17.7,0.007716876237047388,https://leetcode.com/problems/subdomain-visit-count,"Array, Hash Table, String, Counting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/subdomain-visit-count""}]"
HARD,Alien Dictionary,17.7,0.0037248000169233884,https://leetcode.com/problems/alien-dictionary,"Array, String, Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/alien-dictionary""}]"
MEDIUM,Strictly Palindromic Number,17.7,0.009034806645687668,https://leetcode.com/problems/strictly-palindromic-number,"Math, Two Pointers, Brainteaser","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/strictly-palindromic-number""}]"
MEDIUM,Magic Squares In Grid,17.7,0.005519303695819969,https://leetcode.com/problems/magic-squares-in-grid,"Array, Hash Table, Math, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/magic-squares-in-grid""}]"
MEDIUM,Pyramid Transition Matrix,17.7,0.006058502370297435,https://leetcode.com/problems/pyramid-transition-matrix,"Hash Table, String, Backtracking, Bit Manipulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/pyramid-transition-matrix""}]"
MEDIUM,Find All Possible Recipes from Given Supplies,17.7,0.005696989045443066,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,"Array, Hash Table, String, Graph Theory, Topological Sort","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies""}]"
HARD,Max Dot Product of Two Subsequences,17.7,0.006937997806604558,https://leetcode.com/problems/max-dot-product-of-two-subsequences,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/max-dot-product-of-two-subsequences""}]"
MEDIUM,Insert into a Binary Search Tree,17.7,0.007350806520845104,https://leetcode.com/problems/insert-into-a-binary-search-tree,"Tree, Binary Search Tree, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/insert-into-a-binary-search-tree""}]"
MEDIUM,Interval List Intersections,17.7,0.00730671065109053,https://leetcode.com/problems/interval-list-intersections,"Array, Two Pointers, Sweep Line","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/interval-list-intersections""}]"
MEDIUM,Design Auction System,17.7,0.004223987452250247,https://leetcode.com/problems/design-auction-system,"Hash Table, Design, Heap (Priority Queue), Ordered Set","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/design-auction-system""}]"
MEDIUM,Flatten a Multilevel Doubly Linked List,17.7,0.00630373595505618,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,"Linked List, Depth-First Search, Doubly-Linked List","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list""}]"
